sample_id,prompt,eval_name,WizardLM/WizardLM-13B-V1.2,claude-instant-v1,claude-v1,claude-v2,gpt-3.5-turbo-1106,gpt-4-1106-preview,meta/code-llama-instruct-34b-chat,meta/llama-2-70b-chat,mistralai/mistral-7b-chat,mistralai/mixtral-8x7b-chat,zero-one-ai/Yi-34B-Chat,gpt-3.5-turbo-1106|model_response,claude-instant-v1|model_response,claude-v1|model_response,claude-v2|model_response,gpt-4-1106-preview|model_response,meta/llama-2-70b-chat|model_response,mistralai/mixtral-8x7b-chat|model_response,zero-one-ai/Yi-34B-Chat|model_response,WizardLM/WizardLM-13B-V1.2|model_response,meta/code-llama-instruct-34b-chat|model_response,mistralai/mistral-7b-chat|model_response,gpt-3.5-turbo-1106|total_cost,claude-instant-v1|total_cost,claude-v1|total_cost,claude-v2|total_cost,gpt-4-1106-preview|total_cost,meta/llama-2-70b-chat|total_cost,mistralai/mixtral-8x7b-chat|total_cost,zero-one-ai/Yi-34B-Chat|total_cost,WizardLM/WizardLM-13B-V1.2|total_cost,meta/code-llama-instruct-34b-chat|total_cost,mistralai/mistral-7b-chat|total_cost,oracle_model_to_route_to
winogrande.dev.623,"['After a boring meeting, Monica closed her eyes and dozed while Carrie took a walk, as _ had gone to bed early the night before.\nA) Monica\nB) Carrie\nPrint only a single choice  from ""A"" or ""B"" without explanation. Answer:']",winogrande,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,['A)'],['B'],['B'],['B'],['A)'],['B)'],['A)'],['A'],['A'],['A)'],['A)'],6e-05,4.72e-05,0.000472,0.000472,0.00062,5.22e-05,3.4800000000000006e-05,4.5600000000000004e-05,1.7100000000000002e-05,4.500800000000001e-05,1.16e-05,claude-instant-v1
mmlu-international-law.val.97,"['Please answer with the letter of the correct answer.\n\nWhat does the doctrine of incorporation suggest in respect of treaties?\nA) The doctrine of incorporation does not require any further action at the domestic level\nB) The doctrine of incorporation treats treaties as inferior to domestic law\nC) The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law\nD) The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-international-law,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,['C'],['C'],['C'],['C'],['C'],['\nAnswer'],['C)'],['C'],['C)'],['\nAnswer'],['\nA'],0.00011999999999999999,9.680000000000001e-05,0.000968,0.000968,0.0012100000000000001,0.00010800000000000001,7.2e-05,9.520000000000001e-05,3.6e-05,9.312e-05,2.4e-05,WizardLM/WizardLM-13B-V1.2
mmlu-clinical-knowledge.val.233,"['Please answer with the letter of the correct answer.\n\nThe most rapid method to resynthesize ATP during exercise is through:\nA) glycolysis.\nB) tricarboxylic acid cycle (Krebs\' cycle).\nC) glycogenolysis.\nD) phosphocreatine breakdown.\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-clinical-knowledge,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,['D'],['D'],['D'],['D'],['D'],['\nAnswer'],['D)'],['D'],['\nB'],['\nAnswer'],['\nA'],9.099999999999999e-05,7.360000000000001e-05,0.000736,0.000736,0.0009199999999999999,8.190000000000001e-05,5.46e-05,7.200000000000002e-05,2.73e-05,7.0616e-05,1.8200000000000002e-05,mistralai/mixtral-8x7b-chat
winogrande.dev.611,"['The man finally decided to become a guardian for the child at the orphanage because the _ was loving.\nA) guardian\nB) orphanage\nPrint only a single choice  from ""A"" or ""B"" without explanation. Answer:']",winogrande,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,['A)'],['A'],['B'],['B'],['B'],['B)'],['A)'],['A'],['A)'],['A)'],['A)'],5.3e-05,4.16e-05,0.000416,0.000416,0.00052,4.5900000000000004e-05,3.06e-05,4e-05,1.53e-05,3.9576e-05,1.02e-05,mistralai/mistral-7b-chat
mmlu-professional-law.val.1014,"['Please answer with the letter of the correct answer.\n\nOn Wednesday morning the following conversation took place:A man: ""My stereo speakers haven\'t been sounding good lately. The owner of a stereo store promised to give me $15 for them, and I think I\'ll take him up on the offer. ""A woman: ""Don\'t do that. In my spare time, I repair stereo speakers. If you promise to pay me $20, I promise to repair them by next Tuesday and they\'ll be in tip-top condition. ""The man then handed his speakers and $20 to the woman. The conversation and events on Wednesday resulted in\nA) an unconscionable contract.\nB) a bilateral contract.\nC) a unilateral contract.\nD) a contract for the sale of services governed by the UCC.\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-professional-law,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,['B'],['B'],['B'],['B'],['B)'],['\nAnswer'],['C)'],['C'],['\nB'],['\nAnswer'],['\nA'],0.000193,0.0001552,0.001552,0.001552,0.00197,0.0001737,0.0001158,0.0001536,5.79e-05,0.000149768,3.86e-05,WizardLM/WizardLM-13B-V1.2
mmlu-high-school-psychology.val.359,"['Please answer with the letter of the correct answer.\n\nWhat type of psychologist would assert that a key motivation for people is the desire to spread their genetic material?\nA) humanistic\nB) evolutionary\nC) psychodynamic\nD) cognitive\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-high-school-psychology,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,['B'],['B'],['B'],['B'],['B'],['\nAnswer'],['B)'],['B'],['\nB'],['\nAnswer'],['\nA'],7.8e-05,6.32e-05,0.0006320000000000001,0.0006320000000000001,0.00079,7.020000000000001e-05,4.6800000000000006e-05,6.16e-05,2.3400000000000003e-05,6.0528e-05,1.5600000000000003e-05,WizardLM/WizardLM-13B-V1.2
grade-school-math.dev.2282,"['TASK: Solve the following grade school math problem and provide a numerical answer.\nThe following are examples of grade school math problems and answers:\nQuestion: There are 15 trees in the grove. Grove workers will plant trees in the grove today. After they are done, there will be 21 trees. How many trees did the grove workers plant today? \nAnswer: 6\n\nQuestion: If there are 3 cars in the parking lot and 2 more cars arrive, how many cars are in the parking lot? \nAnswer: 5\n\nQuestion: Leah had 32 chocolates and her sister had 42. If they ate 35, how many pieces do they have left in total? \nAnswer: 39\n\nQuestion: Jason had 20 lollipops. He gave Denny some lollipops. Now Jason has 12 lollipops. How many lollipops did Jason give to Denny?\nAnswer: 8\n\nQuestion: Shawn has five toys. For Christmas, he got two toys each from his mom and dad. How many toys does he have now? \nAnswer: 9\n\n', 'Marcus wants to buy a new pair of shoes. He decided to pay not more than $130 for them. He found a pair for $120, on which he got a discount of 30%. How much money will he manage to save by buying these shoes and not spending the assumed maximum amount?']",grade-school-math,0.5,0.75,0.75,0.5,0.5,0.5,0.25,0.75,0.25,0.25,0.75,"[""First, let's calculate the amount of discount Marcus will get on the shoes.\n\nDiscount = 30% of $120\nDiscount = 0.30 * $120\nDiscount = $36\n\nNow, let's calculate how much Marcus will pay for the shoes after the discount.\n\nPrice after discount = $120 - $36\nPrice after discount = $84\n\nNow, let's calculate how much money Marcus will save by buying these shoes instead of spending the assumed maximum amount.\n\nMoney saved = $130 - $84\nMoney saved = $46\n\nSo, Marcus will manage to save $46 by buying these shoes and not spending the assumed maximum amount.""]","['Okay, here are the steps to solve this problem:\n1. Marcus has a maximum budget of $130 for the shoes\n2. He found a pair of shoes for $120 \n3. He will get a 30% discount on the $120\n4. To calculate 30% of $120: $120 * 30% = $120 * 0.3 = $36  \n5. So the discounted price will be: $120 - $36 = $84\n6. The money he will save is the difference between his maximum budget ($130) and the discounted price ($84)\n7. $130 - $84 = $46\n\nTherefore, the numerical answer is: $46']","['* Marcus wants to spend no more than $130 on shoes\n* He found a pair for $120\n* He got a 30% discount on the $120 shoes\n* To calculate the discount amount:\n    * 30% of $120 is 0.3 * $120 = $36\n* So with the discount, the shoes cost $120 - $36 = $84\n* If Marcus had spent $130, he would have spent $130 - $84 = $46 more \n* So by buying the discounted shoes, Marcus saved $46\n\nTherefore, the answer is:\n$46']","['* Marcus wants to buy a new pair of shoes\n* He decided to pay not more than $130 for them\n* He found a pair that originally cost $120\n* He got a 30% discount on the $120 shoes\n* To calculate the discount amount:\n    * Original price: $120\n    * Discount percentage: 30% \n    * Calculate 30% of $120: 0.3 * $120 = $36\n* So the discount amount is $36\n* Therefore, the price Marcus will pay is: \n    * Original price: $120\n    * Less discount: -$36 \n    * Price Marcus will pay: $120 - $36 = $84\n* Marcus was willing to pay up to $130\n* By paying $84, he will save $130 - $84 = $46\n\nTherefore, the amount of money Marcus will manage to save is $46\n\nSo the answer is: \n$46']","[""First, let's calculate the discount Marcus gets on the $120 pair of shoes.\n\nA 30% discount on $120 is calculated as follows:\nDiscount = (30/100) * $120\nDiscount = 0.30 * $120\nDiscount = $36\n\nNow, let's subtract the discount from the original price to find out how much Marcus will pay for the shoes:\nPrice after discount = Original price - Discount\nPrice after discount = $120 - $36\nPrice after discount = $84\n\nMarcus assumed he would spend not more than $130 for the shoes. Let's see how much he saves by buying the discounted shoes:\nSavings = Assumed maximum amount - Price after discount\nSavings = $130 - $84\nSavings = $46\n\nMarcus will manage to save $46 by buying these shoes.""]","["" First, let's calculate the amount Marcus will pay for the shoes:\n\n$120 - 30% of $120 = $120 - $36 = $84\n\nNow, let's calculate the amount Marcus will save by buying these shoes:\n\n$130 - $84 = $46\n\nTherefore, Marcus will save $46 by buying these shoes and not spending the assumed maximum amount of $130.""]","[""First, let's calculate the discounted price of the shoes. A 30% discount means that Marcus pays 70% of the original price: $120 * 0.7 = $84.\n\nIf Marcus had not found this discount, he would have paid the original price of $120. However, he is now paying only $84 for the shoes. Therefore, he saves the difference between the original price and the discounted price: $120 - $84 = $36.\n\nSo, Marcus will save $36 by buying the discounted shoes and not spending the assumed maximum amount.""]","[""\nFirst, let's calculate the price of the shoes after the discount:\n\nOriginal price: $120\nDiscount: 30% of $120 = 0.30 * $120 = $36\n\nPrice after discount: $120 - $36 = $84\n\nNow, let's calculate the amount Marcus would save by not spending the maximum $130:\n\nAmount saved: $130 - $84 = $46\n\nMarcus will manage to save $46 by buying these shoes and not spending the assumed maximum amount of $130.""]","['First, we need to find the total discount Marcus received on the shoes. Since he got a 30% discount, we can calculate the discount amount by multiplying the original price of the shoes ($120) by the discount percentage (30/100):\n\nDiscount = (30/100) * 120 = $36\n\nNow, we need to find the final price of the shoes after applying the discount. We can do this by subtracting the discount from the original price:\n\nFinal Price = Original Price - Discount = $120 - $36 = $84\n\nMarcus wants to spend not more than $130 for the shoes. To find out how much money he will manage to save by buying these shoes, we need to subtract the final price from the maximum amount he is willing to spend:\n\nSavings = Maximum Amount - Final Price = $130 - $84 = $46\n\nSo, Marcus will manage to save $46 by buying these shoes and not spending the assumed maximum amount.']","[' To find out how much money Marcus will save by buying the shoes, we need to first find the original price of the shoes without the discount. We can do this by multiplying the discounted price by the discount percentage:\n\n$120 x 130% = $156\n\nSo the original price of the shoes was $156.\n\nTo find out how much Marcus will save, we subtract the discounted price from the original price:\n\n$156 - $120 = $36\n\nTherefore, Marcus will save $36 by buying the shoes.']","[""Marcus will save $30 by buying these shoes and not spending the assumed maximum amount.\n\nHere's the reasoning:\n\n1. Marcus was willing to spend a maximum of $130 on shoes.\n2. He found a pair for $120, which is $10 less than his maximum budget.\n3. The discount on the shoes is 30%, which means he gets a $10 discount (30% of $120).\n4. So, the actual cost of the shoes after the discount is $110 ($120 - $10).\n5. Since Marcus was planning to spend a maximum of $130 and ended up spending only $110, he will save $20 ($130 - $110).\n\nTherefore, Marcus will save $30 by buying these shoes and not spending the assumed maximum amount.""]",0.000559,0.0005775999999999999,0.00532,0.007096,0.00806,0.0003348,0.0002454,0.0003192,0.000147,0.000308072,8.980000000000001e-05,zero-one-ai/Yi-34B-Chat
hellaswag.val.6252,"['[header] How to reduce acne using tomatoes [title] Gather your supplies. [step] The most important thing is to make sure that you have tomatoes handy. You need to use fresh tomatoes, not canned.\nA) Fresh tomatoes will not have added preservatives or seasonings, so they will be most effective for your skin. [substeps] Use full size tomatoes, not cherry or grape.\nB) Canned tomatoes are dark, tart, and salty. Use fresh tomatoes because they are hearty; tomatoes that have not been dried out can be very unhealthy.\nC) [title] Cut about 10 inches (25.4 cm) of the tomatoes in half. [step] You will create a layer on your stove top.\nD) [substeps] Store leftover tomatoes in a resealable plastic baggie. Do not use canned tomatoes in markets, at outdoor fairs, grocery stores, or other places that tend to use raw vegetables.\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation.\nAnswer:']",hellaswag,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,['C)'],['A)'],['A'],['B'],['A)'],['A)'],['A)'],['A'],['A)'],['A)'],['A)'],0.000225,0.00018160000000000002,0.001792,0.001792,0.0022700000000000003,0.0002007,0.0001338,0.0001776,6.69e-05,0.000173048,4.460000000000001e-05,mistralai/mistral-7b-chat
mmlu-virology.val.91,"['Please answer with the letter of the correct answer.\n\nWhere are arenaviruses predominately located in the world?\nA) Africa and S. America\nB) Russia\nC) SE Asia\nD) N. America\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-virology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['A'],['A'],['A'],['A'],['A'],['\nAnswer'],['\nA'],['\nA'],['\nA'],['\nWhat'],['\nA'],7.5e-05,6.08e-05,0.000608,0.000608,0.0007599999999999999,6.75e-05,4.4999999999999996e-05,6e-05,2.2499999999999998e-05,5.8200000000000005e-05,1.5e-05,no_model_correct
mmlu-professional-law.val.456,"['Please answer with the letter of the correct answer.\n\nIn a criminal prosecution the government must prove that the defendant affixed a rubber-stamp containing his signature to certain fraudulent letters mailed to the victim. The defendant denied that he stamped the letters. There were no witnesses to the defendant stamping the letters. The prosecution attempted to present a co-worker to testify that defendant maintained sole control of the stamp and used it once daily at 3 p.m. to sign all outgoing letters, and then immediately returned it to his safe. The co-worker would testify that he saw the defendant using the stamp in that habitual manner over a period of many years. The defense objected because this did not prove that the defendant\'s practice was followed on the dates in question. Under the Federal Rules of Evidence, what will the court rule?\nA) The testimony is admissible because it proves that the defendant was the only person who could have used the stamp.\nB) The testimony is inadmissible because evidence of prior habit will only distract the jury from deciding whether the defendant actually acted that way on the specified dates.\nC) The testimony is inadmissible because evidence of habit is not admissible in a criminal case under the Federal Rules of Evidence.\nD) The testimony is admissible because habit and routine practice are admissible under the Federal Rules of Evidence.\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-professional-law,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,['D'],['D'],['B'],['D'],['D'],['\nAnswer'],['D)'],['D'],['\nB'],['\nAnswer'],['\nA'],0.000296,0.00023760000000000003,0.002376,0.002376,0.00297,0.0002664,0.0001776,0.00023600000000000002,8.88e-05,0.000229696,5.920000000000001e-05,mistralai/mixtral-8x7b-chat
mmlu-high-school-european-history.val.112,"['Please answer with the letter of the correct answer.\n\nThis question refers to the following information.\nThe following excerpt is from a speech by Vladimir I. Lenin.\nThe independence of our country cannot be upheld unless we have an adequate industrial basis for defense. And such an industrial basis cannot be created if our industry is not more highly developed technically. That is why a fast rate of development of our industry is necessary and imperative. We cannot go on indefinitely, that is, for too long a period, basing the Soviet regime and socialist construction on two different foundations, the foundation of the most large-scale and united socialist industry and the foundation of the most scattered and backward, small commodity economy of the peasants. We must gradually, but systematically and persistently, place our agriculture on a new technical basis, the basis of large-scale production, and bring it up to the level of socialist industry. Either we accomplish this task—in which case the final victory of socialism in our country will be assured, or we turn away from it and do not accomplish it—in which case a return to capitalism may become inevitable.\n—Vladimir I. Lenin Industrialization of the Country and the Right Deviation in the C.P.S.U., November 19,1928\nWhich of the following compromises of his New Economic Policy is Lenin saying needs to be fixed in the speech above?\nA) Compromising with free markets in rural areas after the civil war\nB) Freeing the peasants from their landlords in exchange for their support\nC) Giving the government too much power to further communism\nD) Sharing power with the provisional government\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-high-school-european-history,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,['A'],['A'],['A'],['C'],['A'],['\nI'],['A)'],['\nA'],['\nA'],['\nAnswer'],['\nA'],0.000352,0.0002824,0.002824,0.002824,0.00353,0.0003168,0.0002112,0.00028159999999999996,0.0001056,0.00027315200000000003,7.039999999999999e-05,mistralai/mistral-7b-chat
mmlu-jurisprudence.val.74,"['Please answer with the letter of the correct answer.\n\nWhich statement best describes Tom Regan\'s \'sentimental anthropomorphicism\' in support of animals rights?\nA) Animals have inherent worth which entitles them to the absolute right to live their lives with respect and autonomy.\nB) Cruelty to animals is a reflection of the barbarity of a society.\nC) The suffering of a few animals may in principle be justified by the pleasure of or benefit to the many.\nD) The social contract includes animals and their welfare.\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-jurisprudence,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,['A'],['A'],['A'],['B'],['A'],['\nAnswer'],['A)'],['\nA'],['\nA'],['\nAnswer'],['\nA'],0.000136,0.00010960000000000001,0.001096,0.001096,0.0013700000000000001,0.0001224,8.159999999999999e-05,0.0001088,4.0799999999999996e-05,0.00010553600000000001,2.72e-05,mistralai/mistral-7b-chat
mmlu-human-sexuality.val.125,"['Please answer with the letter of the correct answer.\n\nThe zona pellucida is...\nA) ...the area where sperm collect before attempting to fertilize the egg.\nB) ...a protective layer surrounding the egg\nC) ...an enzyme secreted by sperm to break down the protective coating on the egg.\nD) ...the fertilized egg\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:']",mmlu-human-sexuality,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,['B'],['B'],['B'],['B'],['B'],['\nAnswer'],['B)'],['\nB'],['\nA'],['\nAnswer'],['\nA'],9.999999999999999e-05,8.080000000000001e-05,0.000808,0.000808,0.00101,9e-05,6e-05,8e-05,3e-05,7.76e-05,2e-05,mistralai/mixtral-8x7b-chat
chinese_modern_poem_identification.test.1,['下面这段内容出自哪位中国现当代作家的哪一部诗歌作品？请只回复作家姓名和作品名称，不要包含其他内容。例如：徐志摩《再别康桥》\n---\n我不知道风 是在哪一个方向吹——我是在梦中，在梦的轻波里依洄。'],chinese_modern_poem_identification,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['北岛《波兰来信》'],['这段内容出自徐志摩的《梦》。'],['郭小川《梦里依洄》'],['艾青《沉默之后》'],['海子《门前》'],"[' This passage is from the poem ""不知道风吹从哪里"" (Wind, I Don\'t Know Where You\'re Blowing From) by the Chinese contemporary poet 徐志摩 (Xú Zhìmó).']",['贺子珍《小诗》'],['\n我不知道风 是在哪一个方向吹——是在梦的轻波里依洄。'],['李维《梦》'],"['  This is a famous poem by the Chinese poet Du Fu (杜甫) titled ""靜夜思"" (Quiet Night Thoughts).']",['作者：王沃\n作品：《梦中的轻波》'],0.000124,0.0001224,0.001176,0.001104,0.0012000000000000001,0.00013769999999999999,6.72e-05,0.00010800000000000001,3.3299999999999996e-05,0.000103208,2.46e-05,no_model_correct
hellaswag.val.2260,"['The person puts a new belt on the machine. The person sharpents the blade on the second belt. The person takes the second belt off. the person\nA) puts the sword back on the machine.\nB) removes the belt and smooths out the new belt.\nC) puts on a third belt.\nD) removes the f * * king wheelie and chains the things up.\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation.\nAnswer:']",hellaswag,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,['C)'],['B'],['B'],['B'],['C'],['D)'],['B)'],['C'],['B)'],['A)'],['A)'],0.00011,8.720000000000002e-05,0.000872,0.000872,0.00109,9.72e-05,6.48e-05,8.560000000000002e-05,3.24e-05,8.380800000000001e-05,2.1600000000000003e-05,zero-one-ai/Yi-34B-Chat
hellaswag.val.7039,"['[header] How to get into a good pre medical program after high school [title] Know that you want to be a doctor for sure. [step] However, know that pre-medical programs also offer other graduate studies, such as pharmacology. If you want to pursue these fields, pre-med is still for you.\nA) Some "" pre-doctor "" programs offer a wide variety of studies. These include : [substeps] Biostatistics, such as statistics about the electrical components of electric devices.\nB) There is no right or wrong career path for you, and it must be something that keeps you motivated to move. It is not necessarily good, and even though it\'s a great year, it is not perfect.\nC) You will have to travel to the doctor\'s office in order to get accepted. Some courses include introductory courses and honors courses.\nD) Be sure, however, because the time, effort, and commitment put into pre-medical program, plus the preparation to be admitted to one, differs greatly from other fields. [title] Ideally, you should start preparing slightly before or during your freshmen year in high school.\nPrint only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation.\nAnswer:']",hellaswag,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,['D)'],['C'],['A'],['D'],['D'],['D'],['A)'],['D'],['A)'],['A)'],['A)'],0.000265,0.0002112,0.002112,0.002112,0.00264,0.0002358,0.0001578,0.0002096,7.89e-05,0.000204088,5.2600000000000005e-05,zero-one-ai/Yi-34B-Chat
