path,metadata,hasmetadata,version,isuserpro,isuserpublisher,isuserstaff,haspaywall,israted,isofficial,isoriginal,isdraft,hascustomaudio,hascustomvideo,ncomments,nfavorites,nviews,nratings,rating,license,licenseurl,genres,groups,tags,songname,title,subtitle,artistname,composername,publisher,complexity,ntracks,tracks,songlength,songlengthseconds,songlengthbars,songlengthbeats,nnotes,notesperbar,nannotations,hasannotations,nlyrics,haslyrics,ntokens,pitchclassentropy,scaleconsistency,grooveconsistency,bestpath,isbestpath,bestarrangement,isbestarrangement,bestuniquearrangement,isbestuniquearrangement,subsetall,subsetrated,subsetdeduplicated,subsetrateddeduplicated
./data/S/S/QmSStVtVVa1giWRtkfiGU3NrV3gUNrZaJiJWQ7DPSmcF58.json,./metadata/6/4959662.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,6,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Lisheen,The Lisheen,,Misc tunes,,,1,1,0,46080,23.99999999968,16,192,150,9.375,3,True,0,False,153,2.618457236492272,0.9733333333333334,0.9348958333333334,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,True,False,False,False
./data/Y/H/QmYHrcNheonBHrPKbWAPcJiUKrULEeZgdpUAXwC9DKcp8V.json,./metadata/9/4859317.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,MacLean's favorite,MacLean's Favorite,,Misc tunes,,,1,1,0,56640,117.99999999400168,33,62,224,6.787878787878788,7,True,0,False,231,2.776543424207972,0.9196428571428572,0.9798850574712644,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,True,False,False,False
./data/a/s/QmasCNzBbWUEo8tQxMoTpvGmvEMnHpyLVJ1NViE3DmLQNi.json,./metadata/8/5507625.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,24,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,praeludium,,Preludium quinti toni / Praeludium quinti toni (HS.dGJ.082),HS.dGJ.082,,Bij een vergaedert ende op gestelt door Ioannes de Grúijtters,,0,2,40-42,115200,287.999423986464,64,124,584,9.125,25,True,0,False,609,2.7635572812004088,0.9965753424657534,0.9722222222222222,/data2/zachary/musescore/data/R/r/QmRr6fQNTzYRtPKyRRcgKzBAqwxjMzTsmY8pM2ZccmQjDk.mscz,False,/data2/zachary/musescore/data/a/k/QmakMJGY1TRUw8en8z8WnjXaxj1jP8uxQsmt4jPUD3S77A.mscz,False,/data2/zachary/musescore/data/X/j/QmXjN7xFRW6ZuujZ8LkB8pFzdoPr7JyZXhZD6HhTsGLD3r.mscz,False,True,False,False,False
./data/T/j/QmTjZje67rAi7a9FCjTxQS9DYwvUVMNtYiqT4AHBMqd3qm.json,./metadata/1/5801070.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,O Savior Awful Was The Word,O Savior Awful Was The Word - Richard Mant,,Richard Mant,,,0,2,0-91,21120,21.99999999943167,15,45,124,8.266666666666667,1,True,1,True,126,2.8184231847239887,0.967741935483871,0.9666666666666668,/data2/zachary/musescore/data/T/j/QmTjZje67rAi7a9FCjTxQS9DYwvUVMNtYiqT4AHBMqd3qm.mscz,True,/data2/zachary/musescore/data/T/j/QmTjZje67rAi7a9FCjTxQS9DYwvUVMNtYiqT4AHBMqd3qm.mscz,True,/data2/zachary/musescore/data/T/j/QmTjZje67rAi7a9FCjTxQS9DYwvUVMNtYiqT4AHBMqd3qm.mscz,True,True,False,True,False
./data/f/4/Qmf49myGbdTU5BKhyUcMDwzdaZaZJdwdQto7m16NP2msFn.json,./metadata/6/5811416.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,1,14,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,religiousmusic,,,i will praise him,I will praise him I will praise him - Wm. J. Kirkpatrick,,Misc Praise Songs,,,1,1,0,51960,33.6874336246361,27,121,414,15.333333333333334,23,True,0,False,437,2.638436311585343,0.973170731707317,0.9459876543209876,/data2/zachary/musescore/data/d/e/QmdeCkCHrbhVCFpip2taRz6BadaU5RwJEHsksfsa2gJ3eN.mscz,False,/data2/zachary/musescore/data/U/u/QmUuRUoGAeGw7Ca1ibFSBRsbA7RpZXX8BAYTwUDGH7qpxF.mscz,False,/data2/zachary/musescore/data/f/4/Qmf49myGbdTU5BKhyUcMDwzdaZaZJdwdQto7m16NP2msFn.mscz,True,True,False,True,False
./data/N/y/QmNy7g11x7iLXpqzHbmFC4qTp51mKR4qUjpjtnsYVNtgbu.json,./metadata/3/4571452.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,6,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Duke of Wellington,The Duke of Wellington,,Misc tunes,,,1,1,0,46560,24.249999999676668,36,194,160,4.444444444444445,3,True,0,False,163,2.768992311071207,1.0,0.9236111111111112,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,True,False,False,False
./data/R/S/QmRSKfrMhRRxQSNb2C5wNhB7k8MAP9bJSFarcxwQABc63Z.json,./metadata/3/5838089.json,True,3.01,False,False,False,False,False,False,False,False,False,False,0,0,23,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,folk,,,Unknown,Prádanos BGM From Nanaimo,,Misc Traditional,As,,0,1,40,71040,80.72741950230753,37,148,319,8.621621621621621,125,True,0,False,444,2.7767762717954825,0.9937304075235108,0.90259009009009,/data2/zachary/musescore/data/R/S/QmRSKfrMhRRxQSNb2C5wNhB7k8MAP9bJSFarcxwQABc63Z.mscz,True,/data2/zachary/musescore/data/R/S/QmRSKfrMhRRxQSNb2C5wNhB7k8MAP9bJSFarcxwQABc63Z.mscz,True,/data2/zachary/musescore/data/R/S/QmRSKfrMhRRxQSNb2C5wNhB7k8MAP9bJSFarcxwQABc63Z.mscz,True,True,False,True,False
./data/T/8/QmT8KnYrgeCF9AS1ErxMMYuPLKT2QLjUQK4YCt337rZ2o6.json,./metadata/6/4878064.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,John Doherty's,John Doherty's,,Misc tunes,,,1,1,0,5760,5.999999999845,4,12,26,6.5,1,True,0,False,27,2.661226256269789,0.8846153846153846,0.8958333333333334,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,True,False,False,False
./data/Z/4/QmZ4KAANwUPURQi76eK8h9Kzs5j8Ca1mpnGfpKLB9kc7iW.json,./metadata/2/5755924.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,5,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Double chant in A minor III,Double chant in A minor III - John Camidge,,John Camidge,,,0,3,73-73-73,26880,27.999999999276667,14,56,206,14.714285714285714,8,True,0,False,214,2.756793507290788,0.8859649122807017,0.9761904761904762,/data2/zachary/musescore/data/P/k/QmPkbaazcUfmwJYgNz6zo8SEwxSuEdDqcjpuZdMa97wJDk.mscz,False,/data2/zachary/musescore/data/b/V/QmbVbUZwv65WADftEN81rBXdcrspdECWuFY4hwakk3oEKV.mscz,False,/data2/zachary/musescore/data/W/v/QmWvztvm3HamuaV5GqoY4kRhxw88ccqENUzoA9thFDCYJ9.mscz,False,True,False,False,False
./data/P/3/QmP3eKj4L9svgJL8ZB4fiG8Vb7LaU7jkJege2panbjacKX.json,./metadata/6/5333753.json,True,2.06,True,False,False,False,False,False,False,False,False,False,0,1,62,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,christmas-carols-caroling-unison-christian,,Christmas Hymns and Carols (Sequence 4),(Sequence 4),,,,0,1,52,114240,154.51310432520228,70,476,226,3.2285714285714286,9,True,199,True,434,3.192505397565556,0.8362831858407079,0.9449152542372882,/data2/zachary/musescore/data/a/v/Qmavrv6x2fiBd7k9sB4QS5Y9X1csKDnpGZQt6jdNnQTxDy.mscz,False,/data2/zachary/musescore/data/f/1/Qmf17DfejwjpoAiURkGL4BLBGFKWAXW4UsucSjBwMoKPpk.mscz,False,/data2/zachary/musescore/data/P/3/QmP3eKj4L9svgJL8ZB4fiG8Vb7LaU7jkJege2panbjacKX.mscz,True,True,False,True,False
